Image,brand,model,category,Page,Img Score,repairability_score,source,device_text,Release Order,Date,Summary,Note,Scorecard Version,problem,fixed_flag,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Failure_ID,usage_duration,failure_type,warranty_status,repair_cost,customer_rating,comments,series,Thickness,Dimensions (WxDxH),Weight,Colors,Operating System,Operating System Type,Display Size,Display Resolution,Pixel Density,Display Type,Display Features,Display Touchscreen,Processor,Clock-speed,Chipset,Cache,Graphic Processor,Capacity,RAM Type,RAM Speed,Memory Slots,Memory Layout,SSD Capacity,SSD Type,Battery Cell,Battery Type,Power Supply,Wireless LAN,Wi-Fi Version,Bluetooth,Bluetooth Version,Other Networking Options,HDMI Ports,USB 2.0 slots,SD Card Reader,Ethernet ports,Headphone Jack,Microphone Jack,Web-cam,Video Recording,Audio Solution,Speakers,Sound Technologies,In-built Microphone,Microphone Type,Pointing device,Keyboard,Fingerprint scanner,Face Recognition,Warranty,Sales Package,Refresh Rate,Brightness,Graphics Memory,Expandable Memory,Thunderbolt Port,VGA Port,Backlit Keyboard,HDD Capacity,HDD Speed(RPM),HDD Type,USB 3.0 slots,Secondary cam(Rear-facing),Lockport,Battery Life,USB Type C,Battery Capacity,Aspect Ratio,Number of Cores,SSD Interface,Fast Charging Support,market_status,price,device_text_clean
,Lenovo,Gen 6 (21KKA0G1IN),Laptop,,,7.6495,laptop-dataset,Lenovo Gen 6 (21KKA0G1IN) ThinkBook 16 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,ThinkBook 16,,,1.70 Kg weight,Arctic Grey,Windows 11 Home Basic,,16 Inches (40.64 cm),1920 x 1200 Pixels,142 ppi,,WUXGA IPS Antiglare   Contrast Ratio:1000:1,No,AMD Octa-Core Ryzen 7 - 7730U,2.0 Ghz,,16 MB,AMD Radeon,16 GB,DDR4,3200 Mhz,1,1*16 Gigabyte,512 GB,M.2,3 Cell,Li-Ion,,802.11 b/g/n/ax,6.0,Yes,,,Yes (HDMI 2.1),,Yes,1.0,Yes,Yes,Yes,,Dolby Audio,Stereo,Realtek ALC3287 Codec,Yes,Built In Microphone,,,,Yes,1 Year,"Laptop, Power Adapter, User Manual, Warranty Card",,300 nits,,64 GB,,No,,,,,,,,,2.0,45 WHrs,,8.0,,,Available,52990.0,lenovo gen 6 21kka0g1in thinkbook 16 laptop
,Asus,X553MA-XX233D,Laptop,,,5.98,laptop-dataset,Asus X553MA-XX233D X Laptop,,,,,,,,,,,,,,,,,,,,,,,,,X,31.0 Millimeter thickness,380 x 251 x 31.0  mm,2.5 Kg weight,Black,DOS,64-bit,15.6 Inches (39.62 cm),1366 x 768 Pixels,100 ppi,LED,HD LED Backlight Display,No,Intel Celeron Quad Core N2930,2.1 Ghz,,2 MB,Intel HD Graphics,2 GB,DDR3,1600 Mhz,1 DIMM,1 x 2 Gigabyte,,,2 Cell Cell,Li-Ion,,802.11 b/g/n,4.0,Yes,4.0,,1,1.0,Yes,1.0,Yes,Yes,Yes,720p HD,HD Audio Solution,Stereo Speakers,,Yes,,Touchpad with Multi-touch Gesture Support,Standard Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,4 GB,,Yes,,500 GB,5400 RPM,SATA,1.0,No,,,,,,,,,Out of Stock,19600.0,asus x553ma xx233d x laptop
,HP,15-r063nr (G9D69UA),Laptop,,,8.76395,laptop-dataset,HP 15-r063nr (G9D69UA) Pavilion Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Pavilion,25.6 Millimeter thickness,377 x 259 x 25.6  mm,2.3 Kg weight,Black,Windows 8.1,64-bit,15.6 Inches (39.62 cm),1366 x 768 Pixels,100 ppi,LED,HD BrightView WLED-backlit display,Yes,Intel Pentium Quad Core N3530,2.1 Ghz,,2 MB,Intel HD,4 GB,DDR3,1600 Mhz,1 DIMM,1 x 4 Gigabyte,,,4 Cell Cell,Li-Ion,45 W AC Adapter W,802.11 b/g/n,4.0,,,,1,2.0,Yes,1.0,Yes,Yes,Yes,,HD Audio Solution,Stereo Speakers,,Yes,Digital Microphone,Touchpad with Multi-touch Gesture Support,Full-size island-style keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,8 GB,,,,500 GB,5400 RPM,SATA,1.0,No,Yes,,,41 WHrs,,,,,Out of Stock,75279.0,hp 15 r063nr g9d69ua pavilion laptop
,Asus,FA506IHRZ-HN111W,Laptop,,,7.8495,laptop-dataset,Asus FA506IHRZ-HN111W TUF Gaming A15 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,TUF Gaming A15,23 Millimeter thickness,359 x 256 x 23  mm,2.30 Kg weight,Graphite Black,Windows 11 Home Basic,,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,FHD (1920 x 1080) 16:9 Aspect Ratio   1-Zone RGB Backlit Chiclet Keyboard   Anti-glare Panel   Adaptive-Sync technology   144Hz Refresh   AI noise-canceling technology,No,AMD Hexa Core Ryzen 5 - 4600H,4.0 Ghz,,11 MB,NVIDIA GeForce GTX 1650,8 GB,DDR4,3200 Mhz,1,1*8 Gigabyte,512 GB,,3 Cell,Li-Po,65 W,802.11 b/g/n/ax,6.0,Yes,5.1,,1,,,1.0,Yes,Yes,Yes,720,,Built-in Speakers,,Yes,Built-in Microphones,,Chiclet Keyboard,,,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",144 Hz,,4 GB,32 GB,,,"Yes, Backlit Chiclet Keyboard",,,,,,,,1.0,,,,,,Available,56990.0,asus fa506ihrz hn111w tuf gaming a15 laptop
,Asus,M7600QE-L2058WS,Laptop,,,10.0,laptop-dataset,Asus M7600QE-L2058WS VivoBook Pro 16X OLED Laptop,,,,,,,,,,,,,,,,,,,,,,,,,VivoBook Pro 16X OLED,19 Millimeter thickness,361 x 259 x 19  mm,1.95 Kg weight,Black,Windows 11 Home Basic,,16 Inches (40.64 cm),1920 x 1080 Pixels,138 ppi,OLED,4K OLED 16:10 aspect ratio Display   Thin and Light,No,AMD Octa Core Ryzen 9-5900HX,3.3 Ghz,,20 MB,NVIDIA GeForce RTX 3050 Ti,16 GB,DDR4,3200 Mhz,1,1*16 Gigabyte,1 TB,,3 Cell,Li-Ion,63 W,802.11 b/g/n/ax,6.0,Yes,5.0,,1,2.0,Yes,,Yes,Yes,Yes,720,,Built-in Speaker,,Yes,,,Chiclet Keyboard,Yes,,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,4 GB,16 GB,,,"Yes, Backlit Chiclet Keyboard",,,,,,,,1.0,,,,,,Available,129990.0,asus m7600qe l2058ws vivobook pro 16x oled laptop
,HP,15-fc0031AU (7L035PA),Laptop,,,6.8745,laptop-dataset,HP 15-fc0031AU (7L035PA)  Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,18.6 Millimeter thickness,359.8 x 236 x 18.6  mm,1.59 Kg weight,Natural Silver,Windows 11 Home Basic,,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,Diagonal   FHD (1920 x 1080)   IPS   Micro-Edge   Anti-Glare   250 Nits   45% NTSC,No,AMD Quad Core Ryzen 5 - 7520U,4.2 Ghz,AMD Integrated SoC,4 MB,AMD Radeon,16 GB,LPDDR5,6400 Mhz,1,1*16 Gigabyte,512 GB,M.2,3 Cell,Li-Ion,65 W,802.11 a/b/g/n/ac,5.0,Yes,5.3,,,,,,Yes,Yes,Yes,1080p,,Dual Speakers,,Yes,Integrated Dual Array Digital Microphone,Hp Imagepad,"Full-Size, , Soft Grey Keyboard With Numeric Keypad",Yes,,1 Year,"Laptop, Power Adapter, User Manual, Warranty Card",,250 nits,,,,No,"Yes, Full-Size, Backlit, Soft Grey Keyboard With Numeric Keypad",,,,,,,,1.0,41 WHrs,,4.0,NVMe PCIe,Yes,Available,37490.0,hp 15 fc0031au 7l035pa laptop
,Infinix,INBook X3 Slim XL422,Laptop,,,6.3995,laptop-dataset,Infinix INBook X3 Slim XL422  Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,14.8 Millimeter thickness (Slim),323.3 x 211.1 x 14.8  mm,1.24 Kg weight (Light-weight),Green,Windows 11 Home Basic,,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,,Full HD IPS Display ( 300Nits Peak Brightness   100% sRGB   NTSC 72%),No,Intel Core i3-1215U (12th Gen),4.4 Ghz,,,Intel Iris Xe,8 GB,LPDDR4X,,1,1*8 Gigabyte,512 GB,,,Li-Ion,,802.11 a/b/g/n/ac,5.0,Yes,5.1,,1,,,,Yes,Yes,Yes,720p,,Built-In Speakers,,Yes,Built-In Microphones,,,No,Yes,1 Year,"Laptop, Power Adapter, User Manual, Warranty Card",,300 nits,,,,No,"Yes, Backlit",,,,2.0,,,11 Hrs,2.0,50 WHrs,,,,Yes,Out of Stock,27990.0,infinix inbook x3 slim xl422 laptop
,Asus,FX516PC-HN077T,Laptop,,,9.749500000000001,laptop-dataset,Asus FX516PC-HN077T TUF Dash F15 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,TUF Dash F15,19.9 Millimeter thickness,360 x 252 x 19.9  mm,2 Kg weight,Moonlight White,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD Anti-glare Display (16:9   85/85/85/85Viewing Angle   Value IPS-level Panel   250nits Brightness   1:1000 Contrast   45% NTSC   62.5% SRGB   47.34% Adobe),No,Intel Core i5-11300H (11th Gen),3.1 Ghz,,8 MB,NVIDIA GeForce RTX 3050,16 GB,DDR4,,1,1x16 Gigabyte,512 GB,,4 Cell,Li-Ion,180 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,,,1.0,Yes,Yes,,,,Built-in Dual Speakers,"DTS software, Built-in speaker",Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Chiclet Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,4 GB,32 GB,,,"Yes, Backlit Chiclet Keyboard",,,,1.0,,,,,,,,,,Out of Stock,94990.0,asus fx516pc hn077t tuf dash f15 laptop
,Asus,FX607VB-RL087WS,Laptop,,,8.6495,laptop-dataset,Asus FX607VB-RL087WS TUF Gaming F16 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,TUF Gaming F16,,,2.20 Kg weight,Mecha Gray,Windows 11 Home Basic,,16 Inches (40.64 cm),1920 x 1200 Pixels,142 ppi,IPS LCD,FHD+,No,Intel Core 5 - 210H (Series 2),4.8 Ghz,,12 MB,NVIDIA GeForce RTX 3050A,16 GB,DDR4,,1,1*16 Gigabyte,512 GB,M.2,4 Cell,Li-Ion,,802.11 b/g/n/ax,6.0,Yes,,,Yes (HDMI 2.1),,,1.0,Yes,Yes,Yes,720P HD,,Built In Speaker,,Yes,Built-In Array Microphone,,Chiclet Keyboard 1-Zone RGB With Copilot Key,,Yes,1 Year,"Laptop, Power Adapter, User Manual, Warranty Card",144 Hz,300 nits,4 GB,,,No,"Yes, Backlit Chiclet Keyboard 1-Zone RGB With Copilot Key",,,,,,Yes,,1.0,56 WHrs,16:10,8.0,NVMe PCIe,Yes,Available,72990.0,asus fx607vb rl087ws tuf gaming f16 laptop
,Asus,FX504GD-E4992T,Laptop,,,8.149000000000001,laptop-dataset,Asus FX504GD-E4992T TUF Laptop,,,,,,,,,,,,,,,,,,,,,,,,,TUF,25 Millimeter thickness,384 x 262 x 25  mm,2.3 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit IPS Display,No,Intel Core i5-8300H (8th Gen),2.3 Ghz,Intel HM370 Express,8 MB,NVIDIA GeForce GTX 1050Ti,8 GB,DDR4,2400 Mhz,1,1x8 Gigabyte,256 GB,,3 Cell,Li-Ion,48 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD Media card Reader,1,1.0,Yes,1.0,Yes,Yes,Yes,720p HD,,Stereo Speakers,DTS Headphone X,Yes,Dual Array Digital Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,4 GB,32 GB,,,"Yes, Backlit Gaming Keyboard",1 TB,5400 RPM,SATA,,No,No,,,,,,,,Out of Stock,62980.0,asus fx504gd e4992t tuf laptop
,Asus,16X K3605ZV-MB741WS,Laptop,,,9.875,laptop-dataset,Asus 16X K3605ZV-MB741WS Vivobook Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Vivobook,67 Millimeter thickness,495 x 312 x 67  mm,1.80 Kg weight,Indie Black,Windows 11 Home Basic,,16 Inches (40.64 cm),1920 x 1080 Pixels,138 ppi,,FHD+ Display,No,Intel Core i7-12650H (12th Gen),4.7 Ghz,,,NVIDIA GeForce RTX 4060,16 GB,DDR4,3200 Mhz,1,1*16 Gigabyte,512 GB,,3 Cell,Li-Ion,120 W,802.11 b/g/n/ax,6.0,Yes,,,1,,Yes,,Yes,Yes,Yes,720p,,Built-In Speakers,,Yes,Built-In Microphones,,,Yes,,1 Year,"Laptop, Power Adapter, User Manual, Warranty Card",120 Hz,,8 GB,32 GB,,No,"Yes, Backlit",,,,,,,,1.0,,,,,,Out of Stock,97500.0,asus 16x k3605zv mb741ws vivobook laptop
,HP,14s-dq2101TU (38Z17PA),Laptop,,,7.1345,laptop-dataset,HP 14s-dq2101TU (38Z17PA)  Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,17.9 Millimeter thickness,324 x 225 x 17.9  mm,1.47 Kg weight (Light-weight),Silver,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1366 x 768 Pixels,112 ppi,LED,HD LED Backlit Anti-glare Display,No,Intel Core i3-1115G4 (11th Gen),4.0 Ghz,,6 MB,Intel UHD,8 GB,DDR4,2666 Mhz,1,1x8 Gigabyte,256 GB,,3 Cell,Li-Ion,65 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader,1.0,,Yes,,Yes,Yes,Yes,720p HD,,Dual Speakers,,Yes,Integrated Dual Array Digital Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,2.0,No,,,1.0,,,,,,Out of Stock,42690.0,hp 14s dq2101tu 38z17pa laptop
,HP,15s-dr3001TU (34W43PA),Laptop,,,6.49995,laptop-dataset,HP 15s-dr3001TU (34W43PA)  Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,19.9 Millimeter thickness,358.5 x 242 x 19.9  mm,1.75 Kg weight,Silver,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i3-1115G4 (11th Gen),4.0 Ghz,,6 MB,Intel UHD,8 GB,DDR4,2666 Mhz,1,1x8 Gigabyte,,,3 Cell,Li-Ion,65 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader,1.0,,Yes,1.0,Yes,Yes,Yes,720p HD,,Dual Speakers,,Yes,Integrated Dual Array Digital Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,1 TB,5400 RPM,SATA,1.0,No,,,1.0,,,,,,Out of Stock,29999.0,hp 15s dr3001tu 34w43pa laptop
,MSI,Prestige 14 Evo A11M-463IN,Laptop,,,9.499500000000001,laptop-dataset,MSI Prestige 14 Evo A11M-463IN  Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,15.9 Millimeter thickness (Slim),319 x 219 x 15.9  mm,1.29 Kg weight (Light-weight),Carbon Grey,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD Anti-glare Display,No,Intel Core i7-1185G7 (11th Gen),1.2 Ghz,,12 MB,Intel Iris Xe,16 GB,LPDDR4X,,1,1x16 Gigabyte,512 GB,,3 Cell,Li-Ion,65 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,Multi-Format SD media card reader,,1.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,2 x 2W Speakers,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Single Backlight Keyboard (White),,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,,No,,,,,,,,,Out of Stock,89990.0,msi prestige 14 evo a11m 463in laptop
,HP,15-R205TU (K8U05PA),Laptop,,,6.65435,laptop-dataset,HP 15-R205TU (K8U05PA) Pavilion Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Pavilion,25.3 Millimeter thickness,378 x 259 x 25.3  mm,2.2 Kg weight,Black,DOS,64-bit,15.6 Inches (39.62 cm),1366 x 768 Pixels,100 ppi,LED,HD BrightView WLED-backlit Display,No,Intel Core i3-5010U (5th Gen),2.1 Ghz,,3 MB,Intel HD 5500,4 GB,DDR3,1600 Mhz,2 DIMM,2 x 2 Gigabyte,,,4 Cell Cell,Li-Ion,65 W AC Adapter W,802.11 b/g/n,4.0,Yes,4.0,,1.0,2.0,Yes,1.0,Yes,Yes,Yes,,HD Audio Solution,2 x Stereo Speakers,BeatsAudio,Yes,Digital Microphone,Touchpad with Multi-touch Gesture support,Full-size island-style with numeric keypad,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,8 GB,,,,500 GB,5400 RPM,SATA,1.0,No,Yes,,,,,,,,Out of Stock,33087.0,hp 15 r205tu k8u05pa pavilion laptop
,Lenovo,330S (81F500JMIN),Laptop,,,6.312,laptop-dataset,Lenovo 330S (81F500JMIN) Ideapad Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Ideapad,19.3 Millimeter thickness,358 x 244 x 19.3  mm,2.48 Kg weight,Grey,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS Anti-glare Display,No,Intel Core i3-7200U (7th Gen),2.5 Ghz,,3 MB,AMD Radeon 535,8 GB,DDR4,,1,1x4 Gigabyte,,,2 Cell,Li-Ion,,802.11 a/b/g/n/ac,5.0,Yes,4.1,Multi-Format SD Media card Reader,1.0,,Yes,,Yes,Yes,Yes,720p HD,,Dual Speakers,,Yes,Internal Microphone,Touchpad with Multi-Touch Gestures Enabled,Full-size island-style keyboard with numeric keypad,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,,,,,1 TB,5400 RPM,SATA,2.0,No,,,1.0,,,,,,Out of Stock,26240.0,lenovo 330s 81f500jmin ideapad laptop
,Dell,14 5406 (D560414WIN9S),Laptop,,,9.008949999999999,laptop-dataset,Dell 14 5406 (D560414WIN9S) Inspiron 14 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Inspiron 14,19 Millimeter thickness,324 x 222 x 19  mm,1.72 Kg weight,Titan Grey,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD LED Backlit WVA Touch Screen with Active Pen Display,Yes,Intel Core i7-1165G7 (11th Gen),,,12 MB,Intel Iris Xe,8 GB,DDR4,3200 Mhz,2,2x4 Gigabyte,512 GB,,3 Cell,Li-Ion,,802.11 b/g/n/ax,6.0,Yes,5.0,Multi-Format SD media card reader,1,,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,Waves Maxx Audio Pro,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Chiclet Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,16 GB,,,"Yes, Backlit Chiclet Keyboard",,,,,No,,6 Hrs,1.0,,,,,,Available,80179.0,dell 14 5406 d560414win9s inspiron 14 laptop
,Asus,14 E1404FA-NK321WS,Laptop,,,6.6265,laptop-dataset,Asus 14 E1404FA-NK321WS VivoBook Go Laptop,,,,,,,,,,,,,,,,,,,,,,,,,VivoBook Go,65 Millimeter thickness,467 x 236.2 x 65  mm,1.92 Kg weight,Silver,Windows 11 Home Basic,,14 Inches (35.56 cm),,,,FHD Display,No,AMD Quad Core Ryzen 3 - 7320U,4.0 Ghz,,4 MB,AMD Integrated,8 GB,DDR5,,1,1*8 Gigabyte,512 GB,,3 Cell,Li-Ion,,802.11 a/b/g/n/ac,5.0,Yes,,,1,,,,Yes,Yes,Yes,720p,,Built-In Speakers,,Yes,Built-In Microphones,,,,,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,16 GB,,No,,,,,,,,,1.0,,,4.0,,,Available,32530.0,asus 14 e1404fa nk321ws vivobook go laptop
,Asus,X510UN-EJ329T,Laptop,,,7.7995,laptop-dataset,Asus X510UN-EJ329T VivoBook 15 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,VivoBook 15,,,,Grey,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit IPS Display,No,Intel Core i7-8550U (8th Gen),1.8 Ghz,,8 MB,NVIDIA Geforce MX150,8 GB,DDR4,2400 Mhz,2,2x8 Gigabyte,,,2 Cell,Li-Ion,,802.11 a/b/g/n/ac,5.0,Yes,4.2,Multi-Format SD Media card Reader,1.0,2.0,Yes,1.0,Yes,Yes,Yes,720p HD,,Dual Speakers,Sonic Master,Yes,Internal Microphone,Touchpad with Multi-Touch Gestures Enabled,Illuminated chiclet keyboard,Yes,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,,,,,1 TB,5400 RPM,SATA,1.0,No,No,8 Hrs,1.0,,,,,,Out of Stock,55990.0,asus x510un ej329t vivobook 15 laptop
,Asus,UX325JA-EG135TS,Laptop,,,8.2495,laptop-dataset,Asus UX325JA-EG135TS ZenBook 13 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,ZenBook 13,13.9 Millimeter thickness (Slim),304 x 203 x 13.9  mm,1.11 Kg weight (Light-weight),Lilac Mist,Windows 10 Home Basic,64-bit,13.3 Inches (33.78 cm),1920 x 1080 Pixels,166 ppi,LED,Full HD LED Backlit Anti-glare IPS-Level Display (300 nits Brightness   16:9 Aspect Ratio   100% sRGB Color Gamut   88% Screen-to-body Ratio),No,Intel Core i5-1035G1 (10th Gen),1.0 Ghz,,6 MB,Intel UHD,8 GB,DDR4,3733 Mhz,1,1x8 Gigabyte,512 GB,,4 Cell,Li-Po,65 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,Multi-Format SD Media card Reader,1,,Yes,,Yes,Yes,Yes,720p HD,Harman Kardon,Dual Speakers,ASUS SonicMaster Stereo Audio System with Surround-Sound; Smart Amplifier for Maximum Audio Performance,Yes,Array microphone with Cortana and Alexa Voice-recognition Support,Touchpad with Multi-Touch Gestures Enabled,Chiclet Keyboard,No,No,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,"Yes, Backlit Chiclet Keyboard",,,,,No,,,2.0,,,,,,Available,64990.0,asus ux325ja eg135ts zenbook 13 laptop
,Lenovo,Y530 (81FV00KNIN),Laptop,,,8.849499999999999,laptop-dataset,Lenovo Y530 (81FV00KNIN) Legion Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Legion,,,2.3 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,FHD IPS Anti-Glare LED-Backlit Display,No,Intel Core i7-8750H (8th Gen),2.2 Ghz,,9 MB,NVIDIA GeForce GTX 1050,8 GB,DDR4,2133 Mhz,1,1 x 8 Gigabyte,128 GB,,3 Cell,Li-Ion,52 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.1,Multi-Format SD Media Card Reader,1,,Yes,,Yes,Yes,Yes,HD 720p,,Dual Speakers,,Yes,Internal Microphone,Touchpad with Multi-touch Gesture Support,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,4 GB,,,,,1 TB,5400 RPM,SATA,,No,No,,1.0,,,,,,Available,76990.0,lenovo y530 81fv00knin legion laptop
,Lenovo,S7 15ACH6 (82K800E8IN),Laptop,,,10.0,laptop-dataset,Lenovo S7 15ACH6 (82K800E8IN) Legion Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Legion,25 Millimeter thickness,356 x 159 x 25  mm,1.9 Kg weight,Shadow black,Windows 11 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,WQHD Display   300nits Brightness   Anti-glare   100 Percent sRGB   Dolby Vision   Free-Sync   G-Sync   DC Dimmer,,AMD Octa Core Ryzen 7-5800H,4.2 Ghz,,16 MB,NVIDIA GeForce RTX 3060,16 GB,DDR4,3200 Mhz,1,,1 TB,,4 Cell,Li-Po,71 W,802.11 a/b/g/n/ac,5.0,Yes,5.1,,,,Yes,,Yes,Yes,Yes,720,,,,Yes,,,,Yes,,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",165 Hz,,6 GB,,,,"Yes, Backlit Keyboard",,,,,,,4 Hrs,2.0,,,,,,Available,154315.0,lenovo s7 15ach6 82k800e8in legion laptop
,Samsung,NP750XGK-LS2IN,Laptop,,,8.25,laptop-dataset,Samsung NP750XGK-LS2IN Galaxy Book 4 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Galaxy Book 4,15.4 Millimeter thickness (Slim),356.6 x 229.1 x 15.4  mm,1.55 Kg weight,Silver,Windows 11 Home Basic,,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,FHD LED Display (1920 x 1080)   Anti-Glare,No,Intel Core 5 - 120U (Series 1),1.4 Ghz,,18 MB,Intel Integrated,16 GB,LPDDR4X,,1.0,1*16 Gigabyte,512 GB,,4 Cell,Li-Ion,45 W,802.11 b/g/n/ax,6.0,Yes,5.2,,1.0,,Yes,1.0,Yes,Yes,Yes,720p,Dolby Atmos,Stereo,,Yes,Internal Dual Array Digital Mic,ClickPad,Pro Keyboard With Numeric Key,Yes,Yes,1 Year,"Laptop, Power Adapter, User Manual, Warranty Card",60 Hz,,,,,No,,,,,,,,,2.0,54 Hrs,16:9,10.0,,,Out of Stock,65000.0,samsung np750xgk ls2in galaxy book 4 laptop
,Dell,15 3501 (D560397WIN9BE),Laptop,,,6.9925999999999995,laptop-dataset,Dell 15 3501 (D560397WIN9BE) Inspiron 15 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Inspiron 15,20 Millimeter thickness,364 x 249 x 20  mm,1.83 Kg weight,Accent Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit Anti-glare Display,No,Intel Core i3-1005G1 (10th Gen),1.2 Ghz,,4 MB,Intel UHD,4 GB,DDR4,2666 Mhz,2,2x2 Gigabyte,256 GB,,3 Cell,Li-Ion,,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader (3-in-1),1,1.0,Yes,1.0,Yes,Yes,Yes,720p HD,,Built-in Speakers,Waves Maxx Audio Pro,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,English International Non Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,16 GB,,,"Yes, English International Non Backlit Keyboard",,,,,No,Yes,8 Hrs,,,,,,,Available,39852.0,dell 15 3501 d560397win9be inspiron 15 laptop
