text,text_clean,issue_label,source
My tablet powers off suddenly after a software update.,my tablet powers off suddenly after a software update,Software issue,final_dataset
The screen flickers randomly throughout the day.,the screen flickers randomly throughout the day,Cracked screen,final_dataset
The charging port on my phone is not detected.,the charging port on my phone is not detected,Hardware issue,final_dataset
The screen flickers while charging.,the screen flickers while charging,Cracked screen,final_dataset
The fingerprint sensor on my smartwatch fails randomly.,the fingerprint sensor on my smartwatch fails randomly,Hardware issue,final_dataset
The display shows distorted colors when exposed to sunlight.,the display shows distorted colors when exposed to sunlight,Software issue,final_dataset
My laptop loses charge overnight when using GPS.,my laptop loses charge overnight when using gps,Battery degradation,final_dataset
My tablet was exposed to heavy rain and internal components failed.,my tablet was exposed to heavy rain and internal components failed,Software issue,final_dataset
My tablet loses charge overnight while charging.,my tablet loses charge overnight while charging,Battery degradation,final_dataset
The camera on my tablet is not detected.,the camera on my tablet is not detected,Hardware issue,final_dataset
The display shows distorted colors while charging.,the display shows distorted colors while charging,Cracked screen,final_dataset
My phone software update failed during file transfers.,my phone software update failed during file transfers,Software issue,final_dataset
My smartwatch does not hold a charge during standby.,my smartwatch does not hold a charge during standby,Battery degradation,final_dataset
My smartwatch device restarts unexpectedly when connected to the internet.,my smartwatch device restarts unexpectedly when connected to the internet,Software issue,final_dataset
The screen goes black randomly throughout the day.,the screen goes black randomly throughout the day,Cracked screen,final_dataset
The microphone on my smartwatch produces unusual behavior.,the microphone on my smartwatch produces unusual behavior,Hardware issue,final_dataset
The microphone on my phone is physically damaged.,the microphone on my phone is physically damaged,Hardware issue,final_dataset
My tablet does not hold a charge during standby.,my tablet does not hold a charge during standby,Battery degradation,final_dataset
The motherboard on my phone malfunctions during use.,the motherboard on my phone malfunctions during use,Hardware issue,final_dataset
My laptop drains quickly during normal use.,my laptop drains quickly during normal use,Battery degradation,final_dataset
My tablet fell into water and random shutdowns started occurring.,my tablet fell into water and random shutdowns started occurring,Water/Liquid damage,final_dataset
My laptop had coffee spilled on it and no longer turns on.,my laptop had coffee spilled on it and no longer turns on,Water/Liquid damage,final_dataset
The keyboard on my laptop works intermittently.,the keyboard on my laptop works intermittently,Hardware issue,final_dataset
The dead pixels appeared when exposed to sunlight.,the dead pixels appeared when exposed to sunlight,Software issue,final_dataset
My smartwatch system freezes randomly when connected to the internet.,my smartwatch system freezes randomly when connected to the internet,Software issue,final_dataset
The camera on my phone is not detected.,the camera on my phone is not detected,Hardware issue,final_dataset
My laptop gets hot while charging during video calls.,my laptop gets hot while charging during video calls,Battery degradation,final_dataset
My smartwatch screen freezes during file transfers.,my smartwatch screen freezes during file transfers,Software issue,final_dataset
My tablet system freezes randomly after installing new software.,my tablet system freezes randomly after installing new software,Software issue,final_dataset
The camera on my laptop is not detected.,the camera on my laptop is not detected,Hardware issue,final_dataset
The screen flickers while charging.,the screen flickers while charging,Cracked screen,final_dataset
The screen freezes when exposed to sunlight.,the screen freezes when exposed to sunlight,Software issue,final_dataset
My smartwatch settings reset automatically after rebooting.,my smartwatch settings reset automatically after rebooting,Software issue,final_dataset
The motherboard on my smartwatch malfunctions during use.,the motherboard on my smartwatch malfunctions during use,Hardware issue,final_dataset
My laptop operating system fails to boot during file transfers.,my laptop operating system fails to boot during file transfers,Software issue,final_dataset
My phone loses charge overnight after a software update.,my phone loses charge overnight after a software update,Battery degradation,final_dataset
My phone was exposed to heavy rain and charging no longer works.,my phone was exposed to heavy rain and charging no longer works,Software issue,final_dataset
My smartwatch was crushed inside a bag and several buttons stopped responding.,my smartwatch was crushed inside a bag and several buttons stopped responding,Water/Liquid damage,final_dataset
My smartwatch was crushed inside a bag and random shutdowns started occurring.,my smartwatch was crushed inside a bag and random shutdowns started occurring,Water/Liquid damage,final_dataset
My tablet WiFi disconnects frequently during normal operation.,my tablet wifi disconnects frequently during normal operation,Software issue,final_dataset
My tablet was dropped down stairs and the screen shattered.,my tablet was dropped down stairs and the screen shattered,Cracked screen,final_dataset
My laptop Bluetooth stops working during normal operation.,my laptop bluetooth stops working during normal operation,Software issue,final_dataset
My laptop settings reset automatically when connected to the internet.,my laptop settings reset automatically when connected to the internet,Software issue,final_dataset
The screen goes black during video playback.,the screen goes black during video playback,Cracked screen,final_dataset
My tablet loses charge overnight during standby.,my tablet loses charge overnight during standby,Battery degradation,final_dataset
My smartwatch WiFi disconnects frequently when opening settings.,my smartwatch wifi disconnects frequently when opening settings,Software issue,final_dataset
My phone drops from full charge within hours during standby.,my phone drops from full charge within hours during standby,Battery degradation,final_dataset
The screen goes black during video playback.,the screen goes black during video playback,Cracked screen,final_dataset
My smartwatch drops from full charge within hours when connected to WiFi.,my smartwatch drops from full charge within hours when connected to wifi,Battery degradation,final_dataset
My tablet was dropped down stairs and random shutdowns started occurring.,my tablet was dropped down stairs and random shutdowns started occurring,Water/Liquid damage,final_dataset
My laptop software update failed during startup.,my laptop software update failed during startup,Software issue,final_dataset
My smartwatch system freezes randomly during startup.,my smartwatch system freezes randomly during startup,Software issue,final_dataset
The touchscreen is unresponsive while charging.,the touchscreen is unresponsive while charging,Cracked screen,final_dataset
The speaker on my tablet shows signs of failure.,the speaker on my tablet shows signs of failure,Hardware issue,final_dataset
The camera on my laptop fails randomly.,the camera on my laptop fails randomly,Hardware issue,final_dataset
My laptop loses battery health rapidly while gaming.,my laptop loses battery health rapidly while gaming,Battery degradation,final_dataset
My laptop loses charge overnight when connected to WiFi.,my laptop loses charge overnight when connected to wifi,Battery degradation,final_dataset
My tablet takes too long to charge when using GPS.,my tablet takes too long to charge when using gps,Battery degradation,final_dataset
The dead pixels appeared after replacing the screen.,the dead pixels appeared after replacing the screen,Cracked screen,final_dataset
My smartwatch device enters a boot loop during normal operation.,my smartwatch device enters a boot loop during normal operation,Software issue,final_dataset
The screen cracked randomly throughout the day.,the screen cracked randomly throughout the day,Cracked screen,final_dataset
My tablet operating system fails to boot when opening settings.,my tablet operating system fails to boot when opening settings,Software issue,final_dataset
The power button on my smartwatch is not detected.,the power button on my smartwatch is not detected,Hardware issue,final_dataset
The power button on my laptop shows signs of failure.,the power button on my laptop shows signs of failure,Hardware issue,final_dataset
The screen cracked during normal use.,the screen cracked during normal use,Cracked screen,final_dataset
My smartwatch had coffee spilled on it and the battery started overheating.,my smartwatch had coffee spilled on it and the battery started overheating,Battery degradation,final_dataset
My laptop drains quickly during standby.,my laptop drains quickly during standby,Battery degradation,final_dataset
The display shows distorted colors after an update.,the display shows distorted colors after an update,Cracked screen,final_dataset
My phone had coffee spilled on it and internal components failed.,my phone had coffee spilled on it and internal components failed,Water/Liquid damage,final_dataset
My laptop operating system fails to boot while charging.,my laptop operating system fails to boot while charging,Software issue,final_dataset
My laptop system freezes randomly after rebooting.,my laptop system freezes randomly after rebooting,Software issue,final_dataset
The keyboard on my smartwatch shows signs of failure.,the keyboard on my smartwatch shows signs of failure,Hardware issue,final_dataset
My tablet fell into water and charging no longer works.,my tablet fell into water and charging no longer works,Water/Liquid damage,final_dataset
My laptop was crushed inside a bag and the speaker became distorted.,my laptop was crushed inside a bag and the speaker became distorted,Hardware issue,final_dataset
My tablet was hit during a vehicle accident and the screen shattered.,my tablet was hit during a vehicle accident and the screen shattered,Cracked screen,final_dataset
The keyboard on my smartwatch shows signs of failure.,the keyboard on my smartwatch shows signs of failure,Hardware issue,final_dataset
The camera on my smartwatch works intermittently.,the camera on my smartwatch works intermittently,Hardware issue,final_dataset
My phone was hit during a vehicle accident and the speaker became distorted.,my phone was hit during a vehicle accident and the speaker became distorted,Hardware issue,final_dataset
The speaker on my phone works intermittently.,the speaker on my phone works intermittently,Hardware issue,final_dataset
The brightness changes automatically when using social media.,the brightness changes automatically when using social media,Unknown,final_dataset
My laptop powers off suddenly when using GPS.,my laptop powers off suddenly when using gps,Unknown,final_dataset
The keyboard on my phone fails randomly.,the keyboard on my phone fails randomly,Hardware issue,final_dataset
The display shows vertical lines while charging.,the display shows vertical lines while charging,Cracked screen,final_dataset
My tablet was crushed inside a bag and several buttons stopped responding.,my tablet was crushed inside a bag and several buttons stopped responding,Water/Liquid damage,final_dataset
My tablet Bluetooth stops working while using multiple apps.,my tablet bluetooth stops working while using multiple apps,Software issue,final_dataset
The charging port on my phone fails randomly.,the charging port on my phone fails randomly,Hardware issue,final_dataset
The charging port on my tablet works intermittently.,the charging port on my tablet works intermittently,Hardware issue,final_dataset
My laptop dies unexpectedly during normal use.,my laptop dies unexpectedly during normal use,Battery degradation,final_dataset
My tablet was dropped down stairs and random shutdowns started occurring.,my tablet was dropped down stairs and random shutdowns started occurring,Water/Liquid damage,final_dataset
My phone settings reset automatically while charging.,my phone settings reset automatically while charging,Software issue,final_dataset
The brightness changes automatically while charging.,the brightness changes automatically while charging,Unknown,final_dataset
My smartwatch was dropped down stairs and internal components failed.,my smartwatch was dropped down stairs and internal components failed,Water/Liquid damage,final_dataset
The charging port on my phone is not detected.,the charging port on my phone is not detected,Hardware issue,final_dataset
The brightness changes automatically during gaming.,the brightness changes automatically during gaming,Unknown,final_dataset
My tablet does not hold a charge while gaming.,my tablet does not hold a charge while gaming,Battery degradation,final_dataset
My phone was dropped down stairs and charging no longer works.,my phone was dropped down stairs and charging no longer works,Water/Liquid damage,final_dataset
The ghost touches occur after replacing the screen.,the ghost touches occur after replacing the screen,Software issue,final_dataset
My laptop operating system fails to boot when connected to the internet.,my laptop operating system fails to boot when connected to the internet,Software issue,final_dataset
My phone loses charge overnight during standby.,my phone loses charge overnight during standby,Battery degradation,final_dataset
My tablet does not hold a charge while gaming.,my tablet does not hold a charge while gaming,Battery degradation,final_dataset
My smartwatch drains quickly while gaming.,my smartwatch drains quickly while gaming,Battery degradation,final_dataset
My tablet takes too long to charge while gaming.,my tablet takes too long to charge while gaming,Battery degradation,final_dataset
The power button on my tablet malfunctions during use.,the power button on my tablet malfunctions during use,Hardware issue,final_dataset
The brightness changes automatically when using social media.,the brightness changes automatically when using social media,Unknown,final_dataset
The motherboard on my smartwatch disconnects frequently.,the motherboard on my smartwatch disconnects frequently,Hardware issue,final_dataset
The display shows distorted colors during gaming.,the display shows distorted colors during gaming,Cracked screen,final_dataset
My phone was exposed to beach sand and the touchscreen stopped working.,my phone was exposed to beach sand and the touchscreen stopped working,Hardware issue,final_dataset
My tablet was left inside a hot car and no longer turns on.,my tablet was left inside a hot car and no longer turns on,Water/Liquid damage,final_dataset
My tablet software update failed during startup.,my tablet software update failed during startup,Software issue,final_dataset
My laptop was dropped on concrete and internal components failed.,my laptop was dropped on concrete and internal components failed,Water/Liquid damage,final_dataset
The brightness changes automatically when using social media.,the brightness changes automatically when using social media,Unknown,final_dataset
The screen flickers during gaming.,the screen flickers during gaming,Cracked screen,final_dataset
My tablet system freezes randomly while using multiple apps.,my tablet system freezes randomly while using multiple apps,Software issue,final_dataset
My phone software update failed while using multiple apps.,my phone software update failed while using multiple apps,Software issue,final_dataset
My tablet apps keep crashing during startup.,my tablet apps keep crashing during startup,Unknown,final_dataset
The ghost touches occur during gaming.,the ghost touches occur during gaming,Software issue,final_dataset
My phone dies unexpectedly during normal use.,my phone dies unexpectedly during normal use,Battery degradation,final_dataset
The speaker on my phone shows signs of failure.,the speaker on my phone shows signs of failure,Hardware issue,final_dataset
The display shows distorted colors while charging.,the display shows distorted colors while charging,Cracked screen,final_dataset
My smartwatch software update failed during startup.,my smartwatch software update failed during startup,Software issue,final_dataset
My tablet system freezes randomly during file transfers.,my tablet system freezes randomly during file transfers,Software issue,final_dataset
The charging port on my tablet fails randomly.,the charging port on my tablet fails randomly,Hardware issue,final_dataset
The keyboard on my phone stopped working.,the keyboard on my phone stopped working,Hardware issue,final_dataset
The ghost touches occur during video playback.,the ghost touches occur during video playback,Software issue,final_dataset
My laptop system freezes randomly when connected to the internet.,my laptop system freezes randomly when connected to the internet,Software issue,final_dataset
The speaker on my laptop fails randomly.,the speaker on my laptop fails randomly,Hardware issue,final_dataset
The screen goes black randomly throughout the day.,the screen goes black randomly throughout the day,Cracked screen,final_dataset
My laptop was crushed inside a bag and the touchscreen stopped working.,my laptop was crushed inside a bag and the touchscreen stopped working,Hardware issue,final_dataset
The screen freezes when exposed to sunlight.,the screen freezes when exposed to sunlight,Software issue,final_dataset
The touchscreen is unresponsive when exposed to sunlight.,the touchscreen is unresponsive when exposed to sunlight,Software issue,final_dataset
The dead pixels appeared during video playback.,the dead pixels appeared during video playback,Cracked screen,final_dataset
My smartwatch WiFi disconnects frequently when connected to the internet.,my smartwatch wifi disconnects frequently when connected to the internet,Software issue,final_dataset
My tablet was hit during a vehicle accident and several buttons stopped responding.,my tablet was hit during a vehicle accident and several buttons stopped responding,Unknown,final_dataset
My tablet system freezes randomly after installing new software.,my tablet system freezes randomly after installing new software,Software issue,final_dataset
The display shows vertical lines during video playback.,the display shows vertical lines during video playback,Cracked screen,final_dataset
The brightness changes automatically when exposed to sunlight.,the brightness changes automatically when exposed to sunlight,Software issue,final_dataset
My smartwatch software update failed when opening settings.,my smartwatch software update failed when opening settings,Software issue,final_dataset
My tablet was left inside a hot car and the touchscreen stopped working.,my tablet was left inside a hot car and the touchscreen stopped working,Hardware issue,final_dataset
My tablet loses charge overnight while watching videos.,my tablet loses charge overnight while watching videos,Battery degradation,final_dataset
My smartwatch was dropped down stairs and the battery started overheating.,my smartwatch was dropped down stairs and the battery started overheating,Battery degradation,final_dataset
The microphone on my phone works intermittently.,the microphone on my phone works intermittently,Hardware issue,final_dataset
My tablet was left inside a hot car and the battery started overheating.,my tablet was left inside a hot car and the battery started overheating,Battery degradation,final_dataset
The power button on my tablet is physically damaged.,the power button on my tablet is physically damaged,Hardware issue,final_dataset
My laptop software update failed while using multiple apps.,my laptop software update failed while using multiple apps,Software issue,final_dataset
My smartwatch system freezes randomly after updating.,my smartwatch system freezes randomly after updating,Software issue,final_dataset
My tablet operating system fails to boot when connected to the internet.,my tablet operating system fails to boot when connected to the internet,Software issue,final_dataset
The charging port on my laptop produces unusual behavior.,the charging port on my laptop produces unusual behavior,Hardware issue,final_dataset
The motherboard on my tablet shows signs of failure.,the motherboard on my tablet shows signs of failure,Hardware issue,final_dataset
The display shows distorted colors during video playback.,the display shows distorted colors during video playback,Cracked screen,final_dataset
My phone discharges while idle during standby.,my phone discharges while idle during standby,Battery degradation,final_dataset
My laptop drains quickly during video calls.,my laptop drains quickly during video calls,Battery degradation,final_dataset
My tablet settings reset automatically during file transfers.,my tablet settings reset automatically during file transfers,Software issue,final_dataset
The speaker on my smartwatch disconnects frequently.,the speaker on my smartwatch disconnects frequently,Hardware issue,final_dataset
My phone loses charge overnight during normal use.,my phone loses charge overnight during normal use,Battery degradation,final_dataset
My laptop was dropped down stairs and charging no longer works.,my laptop was dropped down stairs and charging no longer works,Water/Liquid damage,final_dataset
My phone was dropped down stairs and the screen shattered.,my phone was dropped down stairs and the screen shattered,Cracked screen,final_dataset
My tablet was left inside a hot car and the speaker became distorted.,my tablet was left inside a hot car and the speaker became distorted,Hardware issue,final_dataset
The ghost touches occur when exposed to sunlight.,the ghost touches occur when exposed to sunlight,Software issue,final_dataset
My tablet does not hold a charge while gaming.,my tablet does not hold a charge while gaming,Battery degradation,final_dataset
My tablet was dropped on concrete and the display became damaged.,my tablet was dropped on concrete and the display became damaged,Cracked screen,final_dataset
The USB port on my phone fails randomly.,the usb port on my phone fails randomly,Hardware issue,final_dataset
The keyboard on my tablet stopped working.,the keyboard on my tablet stopped working,Hardware issue,final_dataset
The power button on my smartwatch is not detected.,the power button on my smartwatch is not detected,Hardware issue,final_dataset
The keyboard on my laptop produces unusual behavior.,the keyboard on my laptop produces unusual behavior,Hardware issue,final_dataset
My laptop was exposed to heavy rain and the battery started overheating.,my laptop was exposed to heavy rain and the battery started overheating,Battery degradation,final_dataset
My tablet loses battery health rapidly after a software update.,my tablet loses battery health rapidly after a software update,Battery degradation,final_dataset
My tablet does not hold a charge during standby.,my tablet does not hold a charge during standby,Battery degradation,final_dataset
The keyboard on my phone disconnects frequently.,the keyboard on my phone disconnects frequently,Hardware issue,final_dataset
My phone Bluetooth stops working after rebooting.,my phone bluetooth stops working after rebooting,Software issue,final_dataset
The ghost touches occur after replacing the screen.,the ghost touches occur after replacing the screen,Software issue,final_dataset
My phone software update failed when opening settings.,my phone software update failed when opening settings,Software issue,final_dataset
My laptop loses charge overnight when using GPS.,my laptop loses charge overnight when using gps,Battery degradation,final_dataset
My tablet settings reset automatically when connected to the internet.,my tablet settings reset automatically when connected to the internet,Software issue,final_dataset
My tablet fell into water and random shutdowns started occurring.,my tablet fell into water and random shutdowns started occurring,Water/Liquid damage,final_dataset
My tablet system freezes randomly during startup.,my tablet system freezes randomly during startup,Software issue,final_dataset
The brightness changes automatically after a drop.,the brightness changes automatically after a drop,Unknown,final_dataset
The ghost touches occur after a drop.,the ghost touches occur after a drop,Software issue,final_dataset
My tablet was hit during a vehicle accident and the screen shattered.,my tablet was hit during a vehicle accident and the screen shattered,Cracked screen,final_dataset
The display shows vertical lines during video playback.,the display shows vertical lines during video playback,Cracked screen,final_dataset
The display shows vertical lines after a drop.,the display shows vertical lines after a drop,Cracked screen,final_dataset
The speaker on my laptop fails randomly.,the speaker on my laptop fails randomly,Hardware issue,final_dataset
The screen flickers after a drop.,the screen flickers after a drop,Cracked screen,final_dataset
My smartwatch takes too long to charge after a software update.,my smartwatch takes too long to charge after a software update,Battery degradation,final_dataset
My laptop takes too long to charge when using GPS.,my laptop takes too long to charge when using gps,Battery degradation,final_dataset
My tablet Bluetooth stops working while using multiple apps.,my tablet bluetooth stops working while using multiple apps,Software issue,final_dataset
My tablet fell into water and several buttons stopped responding.,my tablet fell into water and several buttons stopped responding,Water/Liquid damage,final_dataset
My laptop fell into water and internal components failed.,my laptop fell into water and internal components failed,Water/Liquid damage,final_dataset
My smartwatch discharges while idle during online meetings.,my smartwatch discharges while idle during online meetings,Battery degradation,final_dataset
The camera on my tablet fails randomly.,the camera on my tablet fails randomly,Hardware issue,final_dataset
The keyboard on my phone works intermittently.,the keyboard on my phone works intermittently,Hardware issue,final_dataset
The screen cracked after replacing the screen.,the screen cracked after replacing the screen,Cracked screen,final_dataset
My laptop was crushed inside a bag and the speaker became distorted.,my laptop was crushed inside a bag and the speaker became distorted,Hardware issue,final_dataset
My tablet device restarts unexpectedly while charging.,my tablet device restarts unexpectedly while charging,Software issue,final_dataset
The display shows vertical lines when exposed to sunlight.,the display shows vertical lines when exposed to sunlight,Software issue,final_dataset
My smartwatch dies unexpectedly during video calls.,my smartwatch dies unexpectedly during video calls,Battery degradation,final_dataset
My smartwatch was dropped down stairs and the battery started overheating.,my smartwatch was dropped down stairs and the battery started overheating,Battery degradation,final_dataset
My phone dies unexpectedly during video calls.,my phone dies unexpectedly during video calls,Battery degradation,final_dataset
My phone drains quickly while charging.,my phone drains quickly while charging,Battery degradation,final_dataset
The speaker on my smartwatch fails randomly.,the speaker on my smartwatch fails randomly,Hardware issue,final_dataset
The screen flickers randomly throughout the day.,the screen flickers randomly throughout the day,Cracked screen,final_dataset
My laptop drops from full charge within hours during standby.,my laptop drops from full charge within hours during standby,Battery degradation,final_dataset
My tablet loses charge overnight during normal use.,my tablet loses charge overnight during normal use,Battery degradation,final_dataset
My laptop drains quickly when connected to WiFi.,my laptop drains quickly when connected to wifi,Battery degradation,final_dataset
My tablet was exposed to heavy rain and internal components failed.,my tablet was exposed to heavy rain and internal components failed,Software issue,final_dataset
The charging port on my laptop became unresponsive.,the charging port on my laptop became unresponsive,Hardware issue,final_dataset
My laptop was left inside a hot car and charging no longer works.,my laptop was left inside a hot car and charging no longer works,Water/Liquid damage,final_dataset
My phone was left inside a hot car and the touchscreen stopped working.,my phone was left inside a hot car and the touchscreen stopped working,Hardware issue,final_dataset
My smartwatch Bluetooth stops working after installing new software.,my smartwatch bluetooth stops working after installing new software,Software issue,final_dataset
The screen cracked randomly throughout the day.,the screen cracked randomly throughout the day,Cracked screen,final_dataset
The screen cracked after replacing the screen.,the screen cracked after replacing the screen,Cracked screen,final_dataset
The keyboard on my phone is physically damaged.,the keyboard on my phone is physically damaged,Hardware issue,final_dataset
My tablet system freezes randomly after rebooting.,my tablet system freezes randomly after rebooting,Software issue,final_dataset
The speaker on my phone became unresponsive.,the speaker on my phone became unresponsive,Hardware issue,final_dataset
My phone discharges while idle during video calls.,my phone discharges while idle during video calls,Battery degradation,final_dataset
The screen cracked when exposed to sunlight.,the screen cracked when exposed to sunlight,Software issue,final_dataset
The touchscreen is unresponsive during gaming.,the touchscreen is unresponsive during gaming,Cracked screen,final_dataset
My tablet drops from full charge within hours while charging.,my tablet drops from full charge within hours while charging,Battery degradation,final_dataset
My smartwatch Bluetooth stops working after updating.,my smartwatch bluetooth stops working after updating,Software issue,final_dataset
My laptop operating system fails to boot during startup.,my laptop operating system fails to boot during startup,Software issue,final_dataset
My smartwatch was dropped on concrete and several buttons stopped responding.,my smartwatch was dropped on concrete and several buttons stopped responding,Water/Liquid damage,final_dataset
My smartwatch system freezes randomly during startup.,my smartwatch system freezes randomly during startup,Software issue,final_dataset
My phone fell into water and several buttons stopped responding.,my phone fell into water and several buttons stopped responding,Water/Liquid damage,final_dataset
The display shows distorted colors when using social media.,the display shows distorted colors when using social media,Cracked screen,final_dataset
The charging port on my laptop became unresponsive.,the charging port on my laptop became unresponsive,Hardware issue,final_dataset
The keyboard on my laptop works intermittently.,the keyboard on my laptop works intermittently,Hardware issue,final_dataset
My tablet device restarts unexpectedly after rebooting.,my tablet device restarts unexpectedly after rebooting,Software issue,final_dataset
My laptop was exposed to beach sand and no longer turns on.,my laptop was exposed to beach sand and no longer turns on,Software issue,final_dataset
My laptop had coffee spilled on it and the touchscreen stopped working.,my laptop had coffee spilled on it and the touchscreen stopped working,Hardware issue,final_dataset
My phone gets hot while charging while watching videos.,my phone gets hot while charging while watching videos,Battery degradation,final_dataset
My smartwatch was dropped down stairs and charging no longer works.,my smartwatch was dropped down stairs and charging no longer works,Water/Liquid damage,final_dataset
My tablet device enters a boot loop after updating.,my tablet device enters a boot loop after updating,Software issue,final_dataset
My tablet software update failed during startup.,my tablet software update failed during startup,Software issue,final_dataset
My phone was exposed to beach sand and internal components failed.,my phone was exposed to beach sand and internal components failed,Software issue,final_dataset
My laptop screen freezes after rebooting.,my laptop screen freezes after rebooting,Software issue,final_dataset
My tablet software update failed after updating.,my tablet software update failed after updating,Software issue,final_dataset
My phone gets hot while charging when connected to WiFi.,my phone gets hot while charging when connected to wifi,Battery degradation,final_dataset
The power button on my tablet is physically damaged.,the power button on my tablet is physically damaged,Hardware issue,final_dataset
My tablet was exposed to beach sand and several buttons stopped responding.,my tablet was exposed to beach sand and several buttons stopped responding,Software issue,final_dataset
The screen goes black during normal use.,the screen goes black during normal use,Cracked screen,final_dataset
My laptop drains quickly after a software update.,my laptop drains quickly after a software update,Battery degradation,final_dataset
My smartwatch was dropped down stairs and internal components failed.,my smartwatch was dropped down stairs and internal components failed,Water/Liquid damage,final_dataset
My tablet does not hold a charge during online meetings.,my tablet does not hold a charge during online meetings,Battery degradation,final_dataset
My laptop dies unexpectedly while watching videos.,my laptop dies unexpectedly while watching videos,Battery degradation,final_dataset
My tablet powers off suddenly after a software update.,my tablet powers off suddenly after a software update,Software issue,final_dataset
The ghost touches occur when using social media.,the ghost touches occur when using social media,Software issue,final_dataset
The USB port on my tablet produces unusual behavior.,the usb port on my tablet produces unusual behavior,Hardware issue,final_dataset
My smartwatch settings reset automatically during startup.,my smartwatch settings reset automatically during startup,Software issue,final_dataset
The screen flickers randomly throughout the day.,the screen flickers randomly throughout the day,Cracked screen,final_dataset
The screen flickers when using social media.,the screen flickers when using social media,Cracked screen,final_dataset
The trackpad on my smartwatch produces unusual behavior.,the trackpad on my smartwatch produces unusual behavior,Hardware issue,final_dataset
The microphone on my smartwatch shows signs of failure.,the microphone on my smartwatch shows signs of failure,Hardware issue,final_dataset
My laptop operating system fails to boot during file transfers.,my laptop operating system fails to boot during file transfers,Software issue,final_dataset
My phone loses charge overnight while charging.,my phone loses charge overnight while charging,Battery degradation,final_dataset
The dead pixels appeared after a drop.,the dead pixels appeared after a drop,Cracked screen,final_dataset
The display shows vertical lines randomly throughout the day.,the display shows vertical lines randomly throughout the day,Cracked screen,final_dataset
My laptop was dropped down stairs and the display became damaged.,my laptop was dropped down stairs and the display became damaged,Cracked screen,final_dataset
My phone powers off suddenly when connected to WiFi.,my phone powers off suddenly when connected to wifi,Unknown,final_dataset
My laptop was exposed to beach sand and internal components failed.,my laptop was exposed to beach sand and internal components failed,Software issue,final_dataset
My smartwatch takes too long to charge when using GPS.,my smartwatch takes too long to charge when using gps,Battery degradation,final_dataset
My smartwatch drops from full charge within hours during standby.,my smartwatch drops from full charge within hours during standby,Battery degradation,final_dataset
My phone was exposed to heavy rain and the display became damaged.,my phone was exposed to heavy rain and the display became damaged,Software issue,final_dataset
The display shows vertical lines when exposed to sunlight.,the display shows vertical lines when exposed to sunlight,Software issue,final_dataset
My tablet was crushed inside a bag and charging no longer works.,my tablet was crushed inside a bag and charging no longer works,Water/Liquid damage,final_dataset
My smartwatch device restarts unexpectedly after updating.,my smartwatch device restarts unexpectedly after updating,Software issue,final_dataset
The keyboard on my phone is physically damaged.,the keyboard on my phone is physically damaged,Hardware issue,final_dataset
My phone does not hold a charge during standby.,my phone does not hold a charge during standby,Battery degradation,final_dataset
The display shows vertical lines when exposed to sunlight.,the display shows vertical lines when exposed to sunlight,Software issue,final_dataset
My phone takes too long to charge when using GPS.,my phone takes too long to charge when using gps,Battery degradation,final_dataset
My laptop had coffee spilled on it and the battery started overheating.,my laptop had coffee spilled on it and the battery started overheating,Battery degradation,final_dataset
My tablet Bluetooth stops working during normal operation.,my tablet bluetooth stops working during normal operation,Software issue,final_dataset
The camera on my phone shows signs of failure.,the camera on my phone shows signs of failure,Hardware issue,final_dataset
My laptop drains quickly during normal use.,my laptop drains quickly during normal use,Battery degradation,final_dataset
The dead pixels appeared randomly throughout the day.,the dead pixels appeared randomly throughout the day,Cracked screen,final_dataset
My tablet device restarts unexpectedly after updating.,my tablet device restarts unexpectedly after updating,Software issue,final_dataset
My tablet fell from a table and the screen shattered.,my tablet fell from a table and the screen shattered,Cracked screen,final_dataset
The screen freezes while charging.,the screen freezes while charging,Software issue,final_dataset
The camera on my smartwatch disconnects frequently.,the camera on my smartwatch disconnects frequently,Hardware issue,final_dataset
The brightness changes automatically after replacing the screen.,the brightness changes automatically after replacing the screen,Cracked screen,final_dataset
My phone operating system fails to boot after installing new software.,my phone operating system fails to boot after installing new software,Software issue,final_dataset
My tablet drops from full charge within hours when using GPS.,my tablet drops from full charge within hours when using gps,Battery degradation,final_dataset
The speaker on my tablet shows signs of failure.,the speaker on my tablet shows signs of failure,Hardware issue,final_dataset
The display shows vertical lines during video playback.,the display shows vertical lines during video playback,Cracked screen,final_dataset
My smartwatch settings reset automatically while using multiple apps.,my smartwatch settings reset automatically while using multiple apps,Software issue,final_dataset
The screen freezes during normal use.,the screen freezes during normal use,Software issue,final_dataset
My laptop gets hot while charging during standby.,my laptop gets hot while charging during standby,Battery degradation,final_dataset
My smartwatch drops from full charge within hours during standby.,my smartwatch drops from full charge within hours during standby,Battery degradation,final_dataset
My phone powers off suddenly when connected to WiFi.,my phone powers off suddenly when connected to wifi,Unknown,final_dataset
The screen flickers after an update.,the screen flickers after an update,Cracked screen,final_dataset
The touchscreen is unresponsive while charging.,the touchscreen is unresponsive while charging,Cracked screen,final_dataset
My smartwatch does not hold a charge while gaming.,my smartwatch does not hold a charge while gaming,Battery degradation,final_dataset
My smartwatch was exposed to heavy rain and the touchscreen stopped working.,my smartwatch was exposed to heavy rain and the touchscreen stopped working,Hardware issue,final_dataset
The display shows distorted colors after a drop.,the display shows distorted colors after a drop,Cracked screen,final_dataset
